Player,ContextType,ContextValue,FG_PCT
Rob Dillingham,DribbleRange,2 Dribbles,0.55
Rob Dillingham,DribbleRange,3-6 Dribbles,0.446
Rob Dillingham,DribbleRange,7+ Dribbles,0.545
Rob Dillingham,DefenderDistance,0-2 Feet - Very Tight,0.471
Rob Dillingham,DefenderDistance,2-4 Feet - Tight,0.547
Rob Dillingham,DefenderDistance,4-6 Feet - Open,0.288
Rob Dillingham,DefenderDistance,6+ Feet - Wide Open,0.429
Rob Dillingham,ShotClock,22-18 Very Early,0.475
Rob Dillingham,ShotClock,18-15 Early,0.478
Rob Dillingham,ShotClock,15-7 Average,0.431
Rob Dillingham,ShotClock,7-4 Late,0.286
Rob Dillingham,ShotClock,4-0 Very Late,0.375
Luka Dončić,TouchTime,Touch < 2 Seconds,0.435
Luka Dončić,TouchTime,Touch 2-6 Seconds,0.42
Luka Dončić,TouchTime,Touch 6+ Seconds,0.454
Luka Dončić,DribbleRange,0 Dribbles,0.452
Luka Dončić,DribbleRange,1 Dribble,0.408
Luka Dončić,DribbleRange,2 Dribbles,0.446
Luka Dončić,DribbleRange,3-6 Dribbles,0.423
Luka Dončić,DribbleRange,7+ Dribbles,0.449
Luka Dončić,DefenderDistance,0-2 Feet - Very Tight,0.324
Luka Dončić,DefenderDistance,2-4 Feet - Tight,0.526
Luka Dončić,DefenderDistance,4-6 Feet - Open,0.389
Luka Dončić,DefenderDistance,6+ Feet - Wide Open,0.471
Luka Dončić,ShotClock,24-22,0.5
Luka Dončić,ShotClock,22-18 Very Early,0.429
Luka Dončić,ShotClock,18-15 Early,0.5
Luka Dončić,ShotClock,15-7 Average,0.436
Luka Dončić,ShotClock,7-4 Late,0.364
Luka Dončić,ShotClock,4-0 Very Late,0.42
Luguentz Dort,TouchTime,Touch < 2 Seconds,0.453
Luguentz Dort,TouchTime,Touch 2-6 Seconds,0.387
Luguentz Dort,TouchTime,Touch 6+ Seconds,0.375
Luguentz Dort,DribbleRange,0 Dribbles,0.453
Luguentz Dort,DribbleRange,1 Dribble,0.426
Luguentz Dort,DribbleRange,2 Dribbles,0.457
Luguentz Dort,DribbleRange,3-6 Dribbles,0.354
Luguentz Dort,DribbleRange,7+ Dribbles,0.353
Luguentz Dort,DefenderDistance,0-2 Feet - Very Tight,0.313
Luguentz Dort,DefenderDistance,2-4 Feet - Tight,0.466
Luguentz Dort,DefenderDistance,4-6 Feet - Open,0.41
Luguentz Dort,DefenderDistance,6+ Feet - Wide Open,0.451
Luguentz Dort,ShotClock,24-22,0.75
Luguentz Dort,ShotClock,22-18 Very Early,0.412
Luguentz Dort,ShotClock,18-15 Early,0.453
Luguentz Dort,ShotClock,15-7 Average,0.43
Luguentz Dort,ShotClock,7-4 Late,0.477
Luguentz Dort,ShotClock,4-0 Very Late,0.333
Ayo Dosunmu,TouchTime,Touch < 2 Seconds,0.455
Ayo Dosunmu,TouchTime,Touch 2-6 Seconds,0.524
Ayo Dosunmu,TouchTime,Touch 6+ Seconds,0.585
Ayo Dosunmu,DribbleRange,0 Dribbles,0.435
Ayo Dosunmu,DribbleRange,1 Dribble,0.521
Ayo Dosunmu,DribbleRange,2 Dribbles,0.476
Ayo Dosunmu,DribbleRange,3-6 Dribbles,0.563
Ayo Dosunmu,DribbleRange,7+ Dribbles,0.629
Ayo Dosunmu,DefenderDistance,0-2 Feet - Very Tight,0.485
Ayo Dosunmu,DefenderDistance,2-4 Feet - Tight,0.604
Ayo Dosunmu,DefenderDistance,4-6 Feet - Open,0.534
Ayo Dosunmu,DefenderDistance,6+ Feet - Wide Open,0.349
Ayo Dosunmu,ShotClock,24-22,0.75
Ayo Dosunmu,ShotClock,22-18 Very Early,0.59
Ayo Dosunmu,ShotClock,18-15 Early,0.484
Ayo Dosunmu,ShotClock,15-7 Average,0.497
Ayo Dosunmu,ShotClock,7-4 Late,0.242
Ayo Dosunmu,ShotClock,4-0 Very Late,0.296
Jeff Dowtin Jr.,TouchTime,Touch < 2 Seconds,0.455
Jeff Dowtin Jr.,TouchTime,Touch 2-6 Seconds,0.538
Jeff Dowtin Jr.,TouchTime,Touch 6+ Seconds,0.452
Jeff Dowtin Jr.,DribbleRange,0 Dribbles,0.447
Jeff Dowtin Jr.,DribbleRange,1 Dribble,0.538
Jeff Dowtin Jr.,DribbleRange,2 Dribbles,0.577
Jeff Dowtin Jr.,DribbleRange,3-6 Dribbles,0.474
Jeff Dowtin Jr.,DribbleRange,7+ Dribbles,0.47
Jeff Dowtin Jr.,DefenderDistance,0-2 Feet - Very Tight,0.5
Jeff Dowtin Jr.,DefenderDistance,2-4 Feet - Tight,0.541
Jeff Dowtin Jr.,DefenderDistance,4-6 Feet - Open,0.437
Jeff Dowtin Jr.,DefenderDistance,6+ Feet - Wide Open,0.447
Jeff Dowtin Jr.,ShotClock,24-22,0.6
Jeff Dowtin Jr.,ShotClock,22-18 Very Early,0.5
Jeff Dowtin Jr.,ShotClock,18-15 Early,0.593
Jeff Dowtin Jr.,ShotClock,15-7 Average,0.537
Jeff Dowtin Jr.,ShotClock,7-4 Late,0.387
Jeff Dowtin Jr.,ShotClock,4-0 Very Late,0.267
PJ Dozier,TouchTime,Touch < 2 Seconds,0.667
PJ Dozier,DribbleRange,0 Dribbles,0.667
PJ Dozier,DefenderDistance,4-6 Feet - Open,0.5
PJ Dozier,DefenderDistance,6+ Feet - Wide Open,1.0
PJ Dozier,ShotClock,22-18 Very Early,1.0
PJ Dozier,ShotClock,15-7 Average,0.5
Andre Drummond,TouchTime,Touch < 2 Seconds,0.527
Andre Drummond,TouchTime,Touch 2-6 Seconds,0.453
Andre Drummond,TouchTime,Touch 6+ Seconds,0.0
Andre Drummond,DribbleRange,0 Dribbles,0.544
Andre Drummond,DribbleRange,1 Dribble,0.41
Andre Drummond,DribbleRange,2 Dribbles,0.391
Andre Drummond,DribbleRange,3-6 Dribbles,0.48
Andre Drummond,DefenderDistance,0-2 Feet - Very Tight,0.613
Andre Drummond,DefenderDistance,2-4 Feet - Tight,0.452
Andre Drummond,DefenderDistance,4-6 Feet - Open,0.75
Andre Drummond,DefenderDistance,6+ Feet - Wide Open,0.238
Andre Drummond,ShotClock,24-22,0.533
Andre Drummond,ShotClock,22-18 Very Early,0.909
Andre Drummond,ShotClock,18-15 Early,0.5
Andre Drummond,ShotClock,15-7 Average,0.52
Andre Drummond,ShotClock,7-4 Late,0.429
Andre Drummond,ShotClock,4-0 Very Late,0.217
Chris Duarte,TouchTime,Touch < 2 Seconds,0.308
Chris Duarte,TouchTime,Touch 2-6 Seconds,0.636
Chris Duarte,TouchTime,Touch 6+ Seconds,0.5
Chris Duarte,DribbleRange,0 Dribbles,0.5
Chris Duarte,DribbleRange,1 Dribble,0.0
Chris Duarte,DribbleRange,2 Dribbles,0.75
Chris Duarte,DribbleRange,3-6 Dribbles,0.333
Chris Duarte,DribbleRange,7+ Dribbles,1.0
Chris Duarte,DefenderDistance,0-2 Feet - Very Tight,0.5
Chris Duarte,DefenderDistance,2-4 Feet - Tight,0.8
Chris Duarte,DefenderDistance,4-6 Feet - Open,0.364
Chris Duarte,DefenderDistance,6+ Feet - Wide Open,0.333
Chris Duarte,ShotClock,22-18 Very Early,0.429
Chris Duarte,ShotClock,18-15 Early,0.6
Chris Duarte,ShotClock,15-7 Average,0.4
Chris Duarte,ShotClock,7-4 Late,0.5
Chris Duarte,ShotClock,4-0 Very Late,0.5
Alex Ducas,TouchTime,Touch < 2 Seconds,0.417
Alex Ducas,TouchTime,Touch 2-6 Seconds,0.333
Alex Ducas,DribbleRange,0 Dribbles,0.417
Alex Ducas,DribbleRange,1 Dribble,0.5
Alex Ducas,DribbleRange,2 Dribbles,0.25
Alex Ducas,DefenderDistance,0-2 Feet - Very Tight,0.0
Alex Ducas,DefenderDistance,2-4 Feet - Tight,0.2
Alex Ducas,DefenderDistance,4-6 Feet - Open,0.4
Alex Ducas,DefenderDistance,6+ Feet - Wide Open,0.5
Alex Ducas,ShotClock,24-22,0.0
Alex Ducas,ShotClock,22-18 Very Early,0.667
Alex Ducas,ShotClock,18-15 Early,0.429
Alex Ducas,ShotClock,15-7 Average,0.333
Alex Ducas,ShotClock,7-4 Late,0.333
David Duke Jr.,TouchTime,Touch < 2 Seconds,0.444
David Duke Jr.,TouchTime,Touch 2-6 Seconds,0.5
David Duke Jr.,TouchTime,Touch 6+ Seconds,0.0
David Duke Jr.,DribbleRange,0 Dribbles,0.5
David Duke Jr.,DribbleRange,1 Dribble,0.0
David Duke Jr.,DribbleRange,2 Dribbles,0.0
David Duke Jr.,DribbleRange,3-6 Dribbles,0.667
David Duke Jr.,DribbleRange,7+ Dribbles,0.0
David Duke Jr.,DefenderDistance,0-2 Feet - Very Tight,1.0
David Duke Jr.,DefenderDistance,2-4 Feet - Tight,0.286
David Duke Jr.,DefenderDistance,4-6 Feet - Open,0.5
David Duke Jr.,DefenderDistance,6+ Feet - Wide Open,0.5
David Duke Jr.,ShotClock,24-22,1.0
David Duke Jr.,ShotClock,22-18 Very Early,0.5
David Duke Jr.,ShotClock,18-15 Early,0.25
David Duke Jr.,ShotClock,15-7 Average,0.5
David Duke Jr.,ShotClock,4-0 Very Late,0.333
Kris Dunn,TouchTime,Touch < 2 Seconds,0.415
Kris Dunn,TouchTime,Touch 2-6 Seconds,0.488
Kris Dunn,TouchTime,Touch 6+ Seconds,0.469
Kris Dunn,DribbleRange,0 Dribbles,0.402
Kris Dunn,DribbleRange,1 Dribble,0.5
Kris Dunn,DribbleRange,2 Dribbles,0.486
Kris Dunn,DribbleRange,3-6 Dribbles,0.461
Kris Dunn,DribbleRange,7+ Dribbles,0.577
Kris Dunn,DefenderDistance,0-2 Feet - Very Tight,0.5
Kris Dunn,DefenderDistance,2-4 Feet - Tight,0.512
Kris Dunn,DefenderDistance,4-6 Feet - Open,0.519
Kris Dunn,DefenderDistance,6+ Feet - Wide Open,0.364
Kris Dunn,ShotClock,24-22,0.9
Kris Dunn,ShotClock,22-18 Very Early,0.571
Kris Dunn,ShotClock,18-15 Early,0.446
Kris Dunn,ShotClock,15-7 Average,0.376
Kris Dunn,ShotClock,7-4 Late,0.463
Kris Dunn,ShotClock,4-0 Very Late,0.41
Ryan Dunn,TouchTime,Touch < 2 Seconds,0.429
Ryan Dunn,TouchTime,Touch 2-6 Seconds,0.419
Ryan Dunn,TouchTime,Touch 6+ Seconds,1.0
Ryan Dunn,DribbleRange,0 Dribbles,0.416
Ryan Dunn,DribbleRange,1 Dribble,0.489
Ryan Dunn,DribbleRange,2 Dribbles,0.474
Ryan Dunn,DribbleRange,3-6 Dribbles,0.429
Ryan Dunn,DribbleRange,7+ Dribbles,0.5
Ryan Dunn,DefenderDistance,0-2 Feet - Very Tight,0.353
Ryan Dunn,DefenderDistance,2-4 Feet - Tight,0.577
Ryan Dunn,DefenderDistance,4-6 Feet - Open,0.426
Ryan Dunn,DefenderDistance,6+ Feet - Wide Open,0.324
Ryan Dunn,ShotClock,24-22,0.579
Ryan Dunn,ShotClock,22-18 Very Early,0.596
Ryan Dunn,ShotClock,18-15 Early,0.345
Ryan Dunn,ShotClock,15-7 Average,0.412
Ryan Dunn,ShotClock,7-4 Late,0.466
Ryan Dunn,ShotClock,4-0 Very Late,0.348
Jalen Duren,TouchTime,Touch < 2 Seconds,0.755
Jalen Duren,TouchTime,Touch 2-6 Seconds,0.569
Jalen Duren,TouchTime,Touch 6+ Seconds,0.368
Jalen Duren,DribbleRange,0 Dribbles,0.756
Jalen Duren,DribbleRange,1 Dribble,0.634
Jalen Duren,DribbleRange,2 Dribbles,0.425
Jalen Duren,DribbleRange,3-6 Dribbles,0.655
Jalen Duren,DribbleRange,7+ Dribbles,0.2
Jalen Duren,DefenderDistance,0-2 Feet - Very Tight,0.512
Jalen Duren,DefenderDistance,2-4 Feet - Tight,0.683
Jalen Duren,DefenderDistance,4-6 Feet - Open,0.894
Jalen Duren,DefenderDistance,6+ Feet - Wide Open,0.955
Jalen Duren,ShotClock,24-22,0.619
Jalen Duren,ShotClock,22-18 Very Early,0.882
Jalen Duren,ShotClock,18-15 Early,0.724
Jalen Duren,ShotClock,15-7 Average,0.655
Jalen Duren,ShotClock,7-4 Late,0.676
Jalen Duren,ShotClock,4-0 Very Late,0.727
Tari Eason,TouchTime,Touch < 2 Seconds,0.491
Tari Eason,TouchTime,Touch 2-6 Seconds,0.467
Tari Eason,TouchTime,Touch 6+ Seconds,0.583
Tari Eason,DribbleRange,0 Dribbles,0.479
Tari Eason,DribbleRange,1 Dribble,0.5
Tari Eason,DribbleRange,2 Dribbles,0.565
Tari Eason,DribbleRange,3-6 Dribbles,0.449
Tari Eason,DribbleRange,7+ Dribbles,0.577
Tari Eason,DefenderDistance,0-2 Feet - Very Tight,0.491
Tari Eason,DefenderDistance,2-4 Feet - Tight,0.538
Tari Eason,DefenderDistance,4-6 Feet - Open,0.424
Tari Eason,DefenderDistance,6+ Feet - Wide Open,0.457
Tari Eason,ShotClock,24-22,0.75
Tari Eason,ShotClock,22-18 Very Early,0.574
Tari Eason,ShotClock,18-15 Early,0.51
Tari Eason,ShotClock,15-7 Average,0.447
Tari Eason,ShotClock,7-4 Late,0.429
Tari Eason,ShotClock,4-0 Very Late,0.333
Zach Edey,TouchTime,Touch < 2 Seconds,0.592
Zach Edey,TouchTime,Touch 2-6 Seconds,0.537
Zach Edey,TouchTime,Touch 6+ Seconds,0.2
Zach Edey,DribbleRange,0 Dribbles,0.592
Zach Edey,DribbleRange,1 Dribble,0.545
Zach Edey,DribbleRange,2 Dribbles,0.412
Zach Edey,DribbleRange,3-6 Dribbles,0.5
Zach Edey,DribbleRange,7+ Dribbles,1.0
Zach Edey,DefenderDistance,0-2 Feet - Very Tight,0.524
Zach Edey,DefenderDistance,2-4 Feet - Tight,0.607
Zach Edey,DefenderDistance,4-6 Feet - Open,0.64
Zach Edey,DefenderDistance,6+ Feet - Wide Open,0.448
Zach Edey,ShotClock,24-22,0.617
Zach Edey,ShotClock,22-18 Very Early,0.613
Zach Edey,ShotClock,18-15 Early,0.564
Zach Edey,ShotClock,15-7 Average,0.596
Zach Edey,ShotClock,7-4 Late,0.52
Zach Edey,ShotClock,4-0 Very Late,0.333
Anthony Edwards,TouchTime,Touch < 2 Seconds,0.462
Anthony Edwards,TouchTime,Touch 2-6 Seconds,0.447
Anthony Edwards,TouchTime,Touch 6+ Seconds,0.437
Anthony Edwards,DribbleRange,0 Dribbles,0.483
Anthony Edwards,DribbleRange,1 Dribble,0.418
Anthony Edwards,DribbleRange,2 Dribbles,0.439
Anthony Edwards,DribbleRange,3-6 Dribbles,0.455
Anthony Edwards,DribbleRange,7+ Dribbles,0.432
Anthony Edwards,DefenderDistance,0-2 Feet - Very Tight,0.446
Anthony Edwards,DefenderDistance,2-4 Feet - Tight,0.465
Anthony Edwards,DefenderDistance,4-6 Feet - Open,0.425
Anthony Edwards,DefenderDistance,6+ Feet - Wide Open,0.474
Anthony Edwards,ShotClock,24-22,0.478
Anthony Edwards,ShotClock,22-18 Very Early,0.539
Anthony Edwards,ShotClock,18-15 Early,0.479
Anthony Edwards,ShotClock,15-7 Average,0.443
Anthony Edwards,ShotClock,7-4 Late,0.415
Anthony Edwards,ShotClock,4-0 Very Late,0.31
Justin Edwards,TouchTime,Touch < 2 Seconds,0.411
Justin Edwards,TouchTime,Touch 2-6 Seconds,0.508
Justin Edwards,TouchTime,Touch 6+ Seconds,0.538
Justin Edwards,DribbleRange,0 Dribbles,0.413
Justin Edwards,DribbleRange,1 Dribble,0.419
Justin Edwards,DribbleRange,2 Dribbles,0.641
Justin Edwards,DribbleRange,3-6 Dribbles,0.464
Justin Edwards,DribbleRange,7+ Dribbles,0.481
Justin Edwards,DefenderDistance,0-2 Feet - Very Tight,0.5
Justin Edwards,DefenderDistance,2-4 Feet - Tight,0.512
Justin Edwards,DefenderDistance,4-6 Feet - Open,0.42
Justin Edwards,DefenderDistance,6+ Feet - Wide Open,0.411
Justin Edwards,ShotClock,24-22,0.5
Justin Edwards,ShotClock,22-18 Very Early,0.507
Justin Edwards,ShotClock,18-15 Early,0.574
Justin Edwards,ShotClock,15-7 Average,0.447
Justin Edwards,ShotClock,7-4 Late,0.311
Justin Edwards,ShotClock,4-0 Very Late,0.382
Kessler Edwards,TouchTime,Touch < 2 Seconds,0.514
Kessler Edwards,TouchTime,Touch 2-6 Seconds,0.429
Kessler Edwards,DribbleRange,0 Dribbles,0.478
Kessler Edwards,DribbleRange,1 Dribble,0.65
Kessler Edwards,DribbleRange,2 Dribbles,0.5
Kessler Edwards,DribbleRange,3-6 Dribbles,0.364
Kessler Edwards,DefenderDistance,0-2 Feet - Very Tight,0.667
Kessler Edwards,DefenderDistance,2-4 Feet - Tight,0.549
Kessler Edwards,DefenderDistance,4-6 Feet - Open,0.444
Kessler Edwards,DefenderDistance,6+ Feet - Wide Open,0.451
Kessler Edwards,ShotClock,24-22,0.5
Kessler Edwards,ShotClock,22-18 Very Early,0.545
Kessler Edwards,ShotClock,18-15 Early,0.56
Kessler Edwards,ShotClock,15-7 Average,0.486
Kessler Edwards,ShotClock,7-4 Late,0.533
Kessler Edwards,ShotClock,4-0 Very Late,0.25
Keon Ellis,TouchTime,Touch < 2 Seconds,0.482
Keon Ellis,TouchTime,Touch 2-6 Seconds,0.504
Keon Ellis,TouchTime,Touch 6+ Seconds,0.571
Keon Ellis,DribbleRange,0 Dribbles,0.5
Keon Ellis,DribbleRange,1 Dribble,0.5
Keon Ellis,DribbleRange,2 Dribbles,0.4
Keon Ellis,DribbleRange,3-6 Dribbles,0.532
Keon Ellis,DribbleRange,7+ Dribbles,0.4
Keon Ellis,DefenderDistance,0-2 Feet - Very Tight,0.111
Keon Ellis,DefenderDistance,2-4 Feet - Tight,0.548
Keon Ellis,DefenderDistance,4-6 Feet - Open,0.5
Keon Ellis,DefenderDistance,6+ Feet - Wide Open,0.463
Keon Ellis,ShotClock,24-22,0.727
Keon Ellis,ShotClock,22-18 Very Early,0.619
Keon Ellis,ShotClock,18-15 Early,0.4
Keon Ellis,ShotClock,15-7 Average,0.495
Keon Ellis,ShotClock,7-4 Late,0.4
Keon Ellis,ShotClock,4-0 Very Late,0.367
Joel Embiid,TouchTime,Touch < 2 Seconds,0.426
Joel Embiid,TouchTime,Touch 2-6 Seconds,0.467
Joel Embiid,TouchTime,Touch 6+ Seconds,0.436
Joel Embiid,DribbleRange,0 Dribbles,0.414
Joel Embiid,DribbleRange,1 Dribble,0.409
Joel Embiid,DribbleRange,2 Dribbles,0.63
Joel Embiid,DribbleRange,3-6 Dribbles,0.435
Joel Embiid,DribbleRange,7+ Dribbles,0.333
Joel Embiid,DefenderDistance,0-2 Feet - Very Tight,0.588
Joel Embiid,DefenderDistance,2-4 Feet - Tight,0.491
Joel Embiid,DefenderDistance,4-6 Feet - Open,0.379
Joel Embiid,DefenderDistance,6+ Feet - Wide Open,0.462
Joel Embiid,ShotClock,24-22,0.357
Joel Embiid,ShotClock,22-18 Very Early,0.429
Joel Embiid,ShotClock,18-15 Early,0.417
Joel Embiid,ShotClock,15-7 Average,0.483
Joel Embiid,ShotClock,7-4 Late,0.512
Joel Embiid,ShotClock,4-0 Very Late,0.226
Tosan Evbuomwan,TouchTime,Touch < 2 Seconds,0.407
Tosan Evbuomwan,TouchTime,Touch 2-6 Seconds,0.462
Tosan Evbuomwan,TouchTime,Touch 6+ Seconds,0.375
Tosan Evbuomwan,DribbleRange,0 Dribbles,0.381
Tosan Evbuomwan,DribbleRange,1 Dribble,0.692
Tosan Evbuomwan,DribbleRange,2 Dribbles,0.32
Tosan Evbuomwan,DribbleRange,3-6 Dribbles,0.424
Tosan Evbuomwan,DribbleRange,7+ Dribbles,0.462
Tosan Evbuomwan,DefenderDistance,0-2 Feet - Very Tight,0.2
Tosan Evbuomwan,DefenderDistance,2-4 Feet - Tight,0.548
Tosan Evbuomwan,DefenderDistance,4-6 Feet - Open,0.403
Tosan Evbuomwan,DefenderDistance,6+ Feet - Wide Open,0.322
Tosan Evbuomwan,ShotClock,24-22,0.4
Tosan Evbuomwan,ShotClock,22-18 Very Early,0.467
Tosan Evbuomwan,ShotClock,18-15 Early,0.472
Tosan Evbuomwan,ShotClock,15-7 Average,0.458
Tosan Evbuomwan,ShotClock,7-4 Late,0.276
Tosan Evbuomwan,ShotClock,4-0 Very Late,0.375
Danté Exum,TouchTime,Touch < 2 Seconds,0.544
Danté Exum,TouchTime,Touch 2-6 Seconds,0.35
Danté Exum,TouchTime,Touch 6+ Seconds,0.514
Danté Exum,DribbleRange,0 Dribbles,0.532
Danté Exum,DribbleRange,1 Dribble,0.556
Danté Exum,DribbleRange,2 Dribbles,0.214
Danté Exum,DribbleRange,3-6 Dribbles,0.5
Danté Exum,DribbleRange,7+ Dribbles,0.469
Danté Exum,DefenderDistance,0-2 Feet - Very Tight,0.333
Danté Exum,DefenderDistance,2-4 Feet - Tight,0.52
Danté Exum,DefenderDistance,4-6 Feet - Open,0.545
Danté Exum,DefenderDistance,6+ Feet - Wide Open,0.455
Danté Exum,ShotClock,24-22,1.0
Danté Exum,ShotClock,22-18 Very Early,0.474
Danté Exum,ShotClock,18-15 Early,0.474
Danté Exum,ShotClock,15-7 Average,0.507
Danté Exum,ShotClock,7-4 Late,0.5
Danté Exum,ShotClock,4-0 Very Late,0.333
Bruno Fernando,TouchTime,Touch < 2 Seconds,0.553
Bruno Fernando,TouchTime,Touch 2-6 Seconds,0.455
Bruno Fernando,DribbleRange,0 Dribbles,0.567
Bruno Fernando,DribbleRange,1 Dribble,0.467
Bruno Fernando,DribbleRange,2 Dribbles,0.333
Bruno Fernando,DribbleRange,3-6 Dribbles,1.0
Bruno Fernando,DefenderDistance,0-2 Feet - Very Tight,0.429
Bruno Fernando,DefenderDistance,2-4 Feet - Tight,0.576
Bruno Fernando,DefenderDistance,4-6 Feet - Open,0.5
Bruno Fernando,ShotClock,24-22,0.571
Bruno Fernando,ShotClock,22-18 Very Early,0.5
Bruno Fernando,ShotClock,18-15 Early,0.667
Bruno Fernando,ShotClock,15-7 Average,0.5
Bruno Fernando,ShotClock,7-4 Late,0.8
Bruno Fernando,ShotClock,4-0 Very Late,0.0
Kyle Filipowski,TouchTime,Touch < 2 Seconds,0.476
Kyle Filipowski,TouchTime,Touch 2-6 Seconds,0.57
Kyle Filipowski,TouchTime,Touch 6+ Seconds,0.5
Kyle Filipowski,DribbleRange,0 Dribbles,0.463
Kyle Filipowski,DribbleRange,1 Dribble,0.614
Kyle Filipowski,DribbleRange,2 Dribbles,0.538
Kyle Filipowski,DribbleRange,3-6 Dribbles,0.561
Kyle Filipowski,DribbleRange,7+ Dribbles,0.636
Kyle Filipowski,DefenderDistance,0-2 Feet - Very Tight,0.521
Kyle Filipowski,DefenderDistance,2-4 Feet - Tight,0.567
Kyle Filipowski,DefenderDistance,4-6 Feet - Open,0.559
Kyle Filipowski,DefenderDistance,6+ Feet - Wide Open,0.362
Kyle Filipowski,ShotClock,24-22,0.645
Kyle Filipowski,ShotClock,22-18 Very Early,0.581
Kyle Filipowski,ShotClock,18-15 Early,0.5
Kyle Filipowski,ShotClock,15-7 Average,0.46
Kyle Filipowski,ShotClock,7-4 Late,0.455
Kyle Filipowski,ShotClock,4-0 Very Late,0.583
Adam Flagler,TouchTime,Touch < 2 Seconds,0.227
Adam Flagler,TouchTime,Touch 2-6 Seconds,0.308
Adam Flagler,TouchTime,Touch 6+ Seconds,0.5
Adam Flagler,DribbleRange,0 Dribbles,0.208
Adam Flagler,DribbleRange,1 Dribble,0.273
Adam Flagler,DribbleRange,2 Dribbles,0.286
Adam Flagler,DribbleRange,3-6 Dribbles,0.333
Adam Flagler,DribbleRange,7+ Dribbles,0.5
Adam Flagler,DefenderDistance,0-2 Feet - Very Tight,0.0
Adam Flagler,DefenderDistance,2-4 Feet - Tight,0.25
Adam Flagler,DefenderDistance,4-6 Feet - Open,0.333
Adam Flagler,DefenderDistance,6+ Feet - Wide Open,0.213
Adam Flagler,ShotClock,24-22,0.0
Adam Flagler,ShotClock,22-18 Very Early,0.222
Adam Flagler,ShotClock,18-15 Early,0.25
Adam Flagler,ShotClock,15-7 Average,0.197
Adam Flagler,ShotClock,7-4 Late,0.667
Adam Flagler,ShotClock,4-0 Very Late,0.571
