PLAYER_NAME,Total_Shots,Total_Points,Total_xP,TEAM_NAME,Overperformance,xP_per_Shot,Overperf_per_Shot,GamesPlayed,Team
Bruno Fernando,47,48,55.869625,Toronto Raptors,-7.869625091552734,1.1887154274798457,-0.1674388317351645,17,TOR
Alex Sarr,800,729,865.82117,Washington Wizards,-136.8211669921875,1.0822764587402345,-0.1710264587402343,67,WAS
Donovan Clingan,312,341,394.6617,Portland Trail Blazers,-53.661712646484375,1.26494138668745,-0.1719926687387319,67,POR
Talen Horton-Tucker,271,262,308.66782,Chicago Bulls,-46.667816162109375,1.1389956315944996,-0.1722059636978205,58,CHI
Yves Missi,460,506,585.2221,New Orleans Pelicans,-79.22210693359375,1.2722219715947691,-0.172221971594769,73,NOP
Bilal Coulibaly,595,556,660.0476,Washington Wizards,-104.047607421875,1.109323709952731,-0.174869928440126,59,WAS
Clint Capela,365,402,466.41132,Atlanta Hawks,-64.41131591796875,1.277839221693065,-0.1764693586793664,55,ATL
Orlando Robinson,251,234,280.19824,Toronto Raptors,-46.1982421875,1.11632765811753,-0.1840567417828685,44,TOR
Jaylen Nowell,70,55,67.90889,New Orleans Pelicans,-12.908889770507812,0.97012699672154,-0.1844127110072544,8,NOP
Trevelin Queen,140,125,151.17953,Orlando Magic,-26.179534912109375,1.0798538208007813,-0.1869966779436384,31,ORL
Johnny Davis,72,66,79.53315,Washington Wizards,-13.53314971923828,1.104627079433865,-0.1879604127671983,34,WAS
Blake Wesley,173,168,200.67897,San Antonio Spurs,-32.67897033691406,1.1599940481902546,-0.1888957822943009,58,SAS
Yuri Collins,3,2,2.580771,Golden State Warriors,-0.5807709693908691,0.8602569897969564,-0.1935903231302897,2,GSW
Tyler Kolek,78,66,81.640526,New York Knicks,-15.640525817871094,1.0466734079214244,-0.2005195617675781,41,NYK
Dario Šarić,57,49,60.444145,Denver Nuggets,-11.44414520263672,1.060423600046258,-0.2007744772392407,16,DEN
Malachi Flynn,13,11,13.656338,Charlotte Hornets,-2.65633773803711,1.0504875183105469,-0.2043336721567007,4,CHA
JD Davison,34,28,35.083706,Boston Celtics,-7.083705902099609,1.0318737030029297,-0.2083442912382238,16,BOS
Dillon Jones,120,107,132.16043,Oklahoma City Thunder,-25.160430908203125,1.101336924235026,-0.2096702575683593,54,OKC
Damion Lee,66,51,64.90306,Phoenix Suns,-13.903060913085938,0.9833797108043324,-0.2106524380770596,25,PHX
Jalen Bridges,7,6,7.480211,Phoenix Suns,-1.480210781097412,1.0686015401567732,-0.211458683013916,8,PHX
Enrique Freeman,30,31,37.36519,Indiana Pacers,-6.3651885986328125,1.2455062866210938,-0.2121729532877604,22,IND
GG Jackson,189,167,208.34357,Memphis Grizzlies,-41.34356689453125,1.1023469147858795,-0.218749031187996,29,MEM
Johnny Furphy,87,81,100.08023,Indiana Pacers,-19.080230712890625,1.150347479458513,-0.2193129966998922,50,IND
Tyson Etienne,48,42,52.647247,Brooklyn Nets,-10.647247314453123,1.0968176523844402,-0.2218176523844401,7,BKN
Alex Ducas,24,19,24.392334,Oklahoma City Thunder,-5.392333984375,1.0163472493489585,-0.2246805826822916,21,OKC
Ricky Council IV,439,374,472.90045,Philadelphia 76ers,-98.90045166015624,1.0772219855584424,-0.2252857668796269,73,PHI
Pacôme Dadiet,31,26,33.055958,New York Knicks,-7.055957794189453,1.0663212191674016,-0.2276115417480468,18,NYK
AJ Johnson,201,173,219.34114,Washington Wizards,-46.34114074707031,1.091249456453086,-0.2305529390401508,29,WAS
KJ Simpson,296,231,300.2158,Charlotte Hornets,-69.21578979492188,1.0142425330909524,-0.2338371276855468,36,CHA
Jericho Sims,64,78,93.03594,New York Knicks,-15.03594207763672,1.4536865949630735,-0.2349365949630737,53,MIL
Cam Reddish,89,81,102.14736,Los Angeles Lakers,-21.147361755371097,1.1477231657906863,-0.2376108062401246,33,LAL
Jonathan Isaac,286,270,339.78976,Orlando Magic,-69.78976440429688,1.188076099315723,-0.2440201552597792,71,ORL
Tidjane Salaün,332,272,354.14706,Charlotte Hornets,-82.14706420898438,1.0667080247258565,-0.2474309162921216,60,CHA
Jordan Walsh,82,72,92.333275,Boston Celtics,-20.333274841308594,1.1260155468452266,-0.2479667663574218,52,BOS
Jacob Toppin,19,17,21.745054,New York Knicks,-4.745054244995117,1.1444765392102694,-0.2497396971050061,17,ATL
Markieff Morris,67,51,67.75568,Los Angeles Lakers,-16.75567626953125,1.0112787502915113,-0.2500847204407649,15,LAL
Precious Achiuwa,296,286,360.41385,New York Knicks,-74.41384887695312,1.2176143543140308,-0.2513981380978146,57,NYK
Cody Williams,213,163,216.72554,Utah Jazz,-53.72554016113281,1.0174907988785578,-0.2522325829161165,50,UTA
Elfrid Payton,120,81,111.621605,New Orleans Pelicans,-30.621604919433594,0.93018004099528,-0.2551800409952799,24,NOP
Kris Murray,258,229,295.3802,Portland Trail Blazers,-66.38018798828125,1.1448844495669817,-0.2572875503421754,69,POR
Tristan Thompson,69,58,75.79292,Cleveland Cavaliers,-17.792922973632812,1.0984481590381567,-0.2578684488932292,40,CLE
Jarred Vanderbilt,117,121,151.39241,Los Angeles Lakers,-30.392410278320312,1.2939522246010282,-0.2597641904129941,36,LAL
Mouhamed Gueye,147,143,181.30981,Atlanta Hawks,-38.309814453125,1.2334000983205782,-0.2606109826743197,33,ATL
Bronny James,66,48,65.547455,Los Angeles Lakers,-17.547454833984375,0.9931432550603692,-0.265870527787642,27,LAL
Damion Baugh,126,96,130.13834,Charlotte Hornets,-34.138336181640625,1.032843937949529,-0.2709391760447668,15,CHA
Delon Wright,119,97,129.53722,New York Knicks,-32.53721618652344,1.0885480351808692,-0.2734219847607012,40,NYK
Trey Alexander,41,29,40.372334,Denver Nuggets,-11.372333526611328,0.9846910616246666,-0.2773739884539348,24,DEN
Josh Richardson,37,28,38.522976,Miami Heat,-10.52297592163086,1.041161511395429,-0.2844047546386719,8,MIA
Joe Ingles,22,15,21.524784,Minnesota Timberwolves,-6.524784088134766,0.9783992767333984,-0.2965810949152166,19,MIN
Justin Minaya,20,15,20.989735,Portland Trail Blazers,-5.989734649658203,1.0494867324829102,-0.2994867324829101,19,POR
TyTy Washington Jr.,43,29,41.897102,Phoenix Suns,-12.897102355957031,0.974351217580396,-0.2999326129292333,16,PHX
Olivier-Maxence Prosper,161,133,181.4007,Dallas Mavericks,-48.40069580078125,1.1267123962781445,-0.3006254397564052,52,DAL
Anton Watson,9,8,10.740236,New York Knicks,-2.740236282348633,1.193359586927626,-0.304470698038737,9,NYK
Jonathan Mogbo,324,292,390.81073,Toronto Raptors,-98.81072998046876,1.2062059567298418,-0.3049713888286072,63,TOR
Trentyn Flowers,11,8,11.564716,LA Clippers,-3.564716339111328,1.0513378490101208,-0.3240651217373935,6,LAC
Spencer Jones,31,23,33.064896,Denver Nuggets,-10.064895629882812,1.0666095364478327,-0.3246740525768649,20,DEN
Leonard Miller,15,12,16.97786,Minnesota Timberwolves,-4.9778594970703125,1.1318572998046874,-0.3318572998046875,13,MIN
Reece Beekman,101,70,103.905846,Golden State Warriors,-33.905845642089844,1.0287707489315827,-0.3357014420008895,36,BKN
Miles Norris,9,6,9.054997,Boston Celtics,-3.054997444152832,1.0061108271280923,-0.3394441604614258,3,BOS
Ulrich Chomche,5,4,5.7728314,Toronto Raptors,-1.7728314399719238,1.1545662879943848,-0.3545662879943848,7,TOR
Nae'Qwan Tomlin,31,26,36.993256,Cleveland Cavaliers,-10.993255615234377,1.193330826297883,-0.3546211488785282,5,CLE
Kevin McCullar Jr.,7,4,6.5433774,New York Knicks,-2.54337739944458,0.9347681999206544,-0.3633396284920828,4,NYK
Adam Flagler,93,62,96.6593,Oklahoma City Thunder,-34.6593017578125,1.0393473307291667,-0.3726806640625,37,OKC
Isaiah Mobley,5,3,4.9122214,Philadelphia 76ers,-1.9122214317321775,0.9824442863464355,-0.3824442863464355,1,PHI
Josh Christopher,29,22,33.405663,Miami Heat,-11.405662536621094,1.1519193978145206,-0.3932987081593481,14,MIA
Daniss Jenkins,10,7,11.392861,Detroit Pistons,-4.392861366271973,1.1392861366271974,-0.4392861366271973,7,DET
Emanuel Miller,8,8,11.522888,Chicago Bulls,-3.52288818359375,1.4403610229492188,-0.4403610229492187,6,CHI
Jack McVeigh,13,8,13.741775,Houston Rockets,-5.741774559020996,1.0570595814631536,-0.4416749660785382,9,HOU
Bryce McGowens,12,6,11.341848,Portland Trail Blazers,-5.341848373413086,0.9451540311177572,-0.4451540311177571,13,POR
Garrett Temple,53,33,56.786674,Toronto Raptors,-23.78667449951172,1.0714466886700325,-0.4488051792360701,28,TOR
Tazé Moore,9,5,9.068882,Portland Trail Blazers,-4.068881988525391,1.0076535542805989,-0.4520979987250434,2,POR
Marcus Bagley,60,47,74.2032,Philadelphia 76ers,-27.203201293945312,1.2367200215657552,-0.4533866882324219,10,PHI
Taylor Hendricks,17,11,18.725372,Utah Jazz,-7.725372314453125,1.101492489085478,-0.4544336655560662,3,UTA
Elijah Harkless,27,16,28.51589,Utah Jazz,-12.51589012145996,1.056144078572591,-0.4635514859799985,10,UTA
Cam Christie,23,16,27.376251,LA Clippers,-11.376251220703123,1.1902717922044836,-0.4946196182914402,13,LAC
Quincy Olivari,5,3,5.498108,Los Angeles Lakers,-2.49810791015625,1.09962158203125,-0.49962158203125,2,LAL
Xavier Tillman,51,28,53.762024,Boston Celtics,-25.76202392578125,1.0541573318780637,-0.5051377240349265,33,BOS
Stanley Umude,25,13,25.958393,Milwaukee Bucks,-12.958393096923828,1.038335723876953,-0.5183357238769531,22,MIL
Chris Livingston,24,14,27.964823,Milwaukee Bucks,-13.96482276916504,1.16520094871521,-0.5818676153818766,21,MIL
James Johnson,9,4,9.275797,Indiana Pacers,-5.275796890258789,1.0306440989176433,-0.5861996544731988,12,IND
Ron Harper Jr.,6,2,5.6674576,Detroit Pistons,-3.6674575805664062,0.9445762634277344,-0.611242930094401,1,DET
Terry Taylor,1,0,0.66111654,Sacramento Kings,-0.6611165404319763,0.6611165404319763,-0.6611165404319763,3,SAC
Armel Traoré,15,8,18.340208,Los Angeles Lakers,-10.340208053588867,1.2226805369059244,-0.6893472035725912,9,LAL
Tristen Newton,8,2,7.8900604,Minnesota Timberwolves,-5.8900604248046875,0.986257553100586,-0.7362575531005859,8,MIN
D.J. Carton,6,2,6.5025687,Toronto Raptors,-4.50256872177124,1.08376145362854,-0.7504281202952067,4,TOR
Liam Robbins,8,4,10.5566635,Milwaukee Bucks,-6.556663513183594,1.3195829391479492,-0.8195829391479492,13,MIL
Malevy Leons,2,0,1.6877803,Oklahoma City Thunder,-1.687780261039734,0.8438901305198669,-0.8438901305198669,6,OKC
Luke Travers,20,10,26.925419,Cleveland Cavaliers,-16.925418853759766,1.3462709426879882,-0.8462709426879883,12,CLE
Braxton Key,4,0,3.4244685,Golden State Warriors,-3.424468517303467,0.8561171293258667,-0.8561171293258667,3,GSW
Cui Yongxi,7,2,7.9986343,Brooklyn Nets,-5.998634338378906,1.1426620483398438,-0.856947762625558,5,BKN
Zyon Pullin,1,0,0.88617444,Memphis Grizzlies,-0.8861744403839111,0.8861744403839111,-0.8861744403839111,3,MEM
Isaiah Stevens,2,0,1.7779344,Miami Heat,-1.777934432029724,0.8889672160148621,-0.8889672160148621,3,MIA
Phillip Wheeler,20,4,22.04116,Philadelphia 76ers,-18.041160583496097,1.1020580291748048,-0.9020580291748048,5,PHI
Terence Davis,2,0,1.9773644,Sacramento Kings,-1.977364420890808,0.988682210445404,-0.988682210445404,1,SAC
Mac McClung,2,0,1.9927151,Orlando Magic,-1.992715120315552,0.996357560157776,-0.996357560157776,2,ORL
Riley Minix,1,0,1.0121479,San Antonio Spurs,-1.0121479034423828,1.0121479034423828,-1.0121479034423828,1,SAS
Daishen Nix,1,0,1.0875344,Minnesota Timberwolves,-1.0875344276428225,1.0875344276428225,-1.0875344276428225,3,MIN
