PLAYER_NAME,ACTION_TYPE,Shots,Points,xP,Overperformance,xP_per_Shot,Overperf_per_Shot
AJ Johnson,Driving Layup Shot,35,16,29.331175,-13.331174850463867,0.8380335671561104,-0.38089071001325336
AJ Johnson,Driving Reverse Layup Shot,4,6,5.651043,0.3489570617675781,1.4127607345581055,0.08723926544189453
AJ Johnson,Jump Bank Shot,1,0,1.098796,-1.098796010017395,1.098796010017395,-1.098796010017395
AJ Johnson,Jump Shot,43,33,45.51313,-12.513130187988281,1.0584448880927508,-0.29100302762763447
AJ Johnson,Layup Shot,2,0,2.2914546,-2.291454553604126,1.145727276802063,-1.145727276802063
AJ Johnson,Pullup Jump shot,17,9,17.236181,-8.236181259155273,1.0138930152444279,-0.4844812505385455
AJ Johnson,Putback Layup Shot,1,0,1.5664821,-1.5664820671081543,1.5664820671081543,-1.5664820671081543
AJ Johnson,Reverse Dunk Shot,1,2,1.5968031,0.40319693088531494,1.596803069114685,0.40319693088531494
AJ Johnson,Running Alley Oop Dunk Shot,4,6,6.8932915,-0.8932914733886719,1.723322868347168,-0.22332286834716797
AJ Johnson,Running Alley Oop Layup Shot,2,2,1.8203833,0.17961668968200684,0.9101916551589966,0.08980834484100342
AJ Johnson,Running Dunk Shot,5,8,9.178814,-1.1788139343261719,1.8357627868652344,-0.23576278686523439
AJ Johnson,Running Jump Shot,7,6,7.409264,-1.409264087677002,1.0584662982395716,-0.20132344109671457
AJ Johnson,Running Layup Shot,13,14,14.363565,-0.36356544494628906,1.104889649611253,-0.02796657268817608
AJ Johnson,Running Pull-Up Jump Shot,5,6,4.784541,1.215458869934082,0.9569082260131836,0.24309177398681642
AJ Johnson,Running Reverse Layup Shot,5,6,6.1857953,-0.18579530715942383,1.2371590614318848,-0.037159061431884764
AJ Johnson,Step Back Jump shot,17,15,17.137886,-2.1378860473632812,1.008110943962546,-0.12575800278607538
AJ Johnson,Turnaround Jump Shot,2,2,1.8428497,0.1571502685546875,0.9214248657226562,0.07857513427734375
Aaron Gordon,Alley Oop Dunk Shot,12,24,20.435884,3.564115524291992,1.7029903729756672,0.2970096270243327
Aaron Gordon,Alley Oop Layup shot,3,4,3.2621236,0.7378764152526855,1.0873745282491047,0.24595880508422852
Aaron Gordon,Cutting Dunk Shot,21,40,37.093987,2.9060134887695312,1.7663803100585938,0.13838159470331102
Aaron Gordon,Cutting Finger Roll Layup Shot,1,2,1.7485276,0.2514723539352417,1.7485276460647583,0.2514723539352417
Aaron Gordon,Cutting Layup Shot,19,20,24.512306,-4.512306213378906,1.2901213796515214,-0.23748980070415296
Aaron Gordon,Driving Dunk Shot,6,12,9.255814,2.7441864013671875,1.5426355997721355,0.45736440022786456
Aaron Gordon,Driving Finger Roll Layup Shot,6,6,6.411852,-0.4118518829345703,1.068641980489095,-0.06864198048909505
Aaron Gordon,Driving Floating Bank Jump Shot,2,4,2.1052055,1.8947944641113281,1.052602767944336,0.9473972320556641
Aaron Gordon,Driving Floating Jump Shot,4,2,3.628879,-1.6288790702819824,0.9072197675704956,-0.4072197675704956
Aaron Gordon,Driving Hook Shot,2,2,1.8724296,0.12757039070129395,0.936214804649353,0.06378519535064697
Aaron Gordon,Driving Layup Shot,52,48,47.86913,0.13087081909179688,0.920560176555927,0.0025167465209960938
Aaron Gordon,Driving Reverse Layup Shot,7,6,8.081902,-2.0819015502929688,1.154557364327567,-0.2974145071847098
Aaron Gordon,Dunk Shot,12,18,19.153414,-1.1534137725830078,1.5961178143819172,-0.09611781438191731
Aaron Gordon,Fadeaway Jump Shot,11,6,9.10751,-3.1075096130371094,0.8279554193670099,-0.2825008739124645
Aaron Gordon,Finger Roll Layup Shot,1,2,1.5140115,0.4859884977340698,1.5140115022659302,0.4859884977340698
Aaron Gordon,Hook Bank Shot,1,0,1.1901832,-1.190183162689209,1.190183162689209,-1.190183162689209
Aaron Gordon,Hook Shot,1,0,1.1888964,-1.1888964176177979,1.1888964176177979,-1.1888964176177979
Aaron Gordon,Jump Bank Shot,1,0,0.89843136,-0.8984313607215881,0.8984313607215881,-0.8984313607215881
Aaron Gordon,Jump Shot,103,136,114.699875,21.300125122070312,1.113591018232327,0.20679733128223604
Aaron Gordon,Layup Shot,14,12,16.379677,-4.379676818847656,1.1699769156319755,-0.3128340584891183
Aaron Gordon,Pullup Jump shot,35,37,35.583004,1.4169960021972656,1.016657257080078,0.040485600062779015
Aaron Gordon,Putback Dunk Shot,2,4,3.1238985,0.8761014938354492,1.5619492530822754,0.4380507469177246
Aaron Gordon,Putback Layup Shot,10,12,13.869486,-1.869485855102539,1.386948585510254,-0.1869485855102539
Aaron Gordon,Reverse Dunk Shot,3,6,4.9327273,1.067272663116455,1.6442424456278484,0.3557575543721517
Aaron Gordon,Reverse Layup Shot,5,6,6.2277627,-0.22776269912719727,1.2455525398254395,-0.045552539825439456
Aaron Gordon,Running Alley Oop Dunk Shot,2,4,3.7741292,0.22587084770202637,1.8870645761489868,0.11293542385101318
Aaron Gordon,Running Dunk Shot,4,6,7.4822283,-1.4822282791137695,1.8705570697784424,-0.3705570697784424
Aaron Gordon,Running Jump Shot,13,27,14.040675,12.959324836730957,1.0800519356360803,0.9968711412869967
Aaron Gordon,Running Layup Shot,10,10,13.219552,-3.2195520401000977,1.3219552040100098,-0.32195520401000977
Aaron Gordon,Running Pull-Up Jump Shot,13,24,14.617271,9.382728576660156,1.124405494103065,0.7217483520507812
Aaron Gordon,Running Reverse Dunk Shot,1,0,1.6176664,-1.6176663637161255,1.6176663637161255,-1.6176663637161255
Aaron Gordon,Running Reverse Layup Shot,1,2,1.6131907,0.3868093490600586,1.6131906509399414,0.3868093490600586
Aaron Gordon,Step Back Jump shot,18,14,16.78071,-2.780710220336914,0.9322616789076064,-0.15448390112982857
Aaron Gordon,Tip Dunk Shot,1,2,1.659531,0.34046900272369385,1.6595309972763062,0.34046900272369385
Aaron Gordon,Tip Layup Shot,30,30,31.406471,-1.4064712524414062,1.0468823750813803,-0.046882375081380205
Aaron Gordon,Turnaround Bank shot,2,4,2.4201126,1.5798873901367188,1.2100563049316406,0.7899436950683594
Aaron Gordon,Turnaround Fadeaway Bank Jump Shot,6,6,5.386564,0.613436222076416,0.8977606296539307,0.10223937034606934
Aaron Gordon,Turnaround Fadeaway shot,18,20,16.158434,3.8415660858154297,0.8976907730102539,0.2134203381008572
Aaron Gordon,Turnaround Hook Shot,2,4,1.9847763,2.015223741531372,0.992388129234314,1.007611870765686
Aaron Gordon,Turnaround Jump Shot,8,2,7.1805553,-5.18055534362793,0.8975694179534912,-0.6475694179534912
Aaron Holiday,Cutting Finger Roll Layup Shot,1,2,1.2938728,0.7061271667480469,1.2938728332519531,0.7061271667480469
Aaron Holiday,Driving Finger Roll Layup Shot,11,16,13.771812,2.2281875610351562,1.251982948996804,0.20256250554865057
Aaron Holiday,Driving Floating Bank Jump Shot,3,4,2.5658102,1.434189796447754,0.8552700678507487,0.47806326548258465
Aaron Holiday,Driving Floating Jump Shot,21,24,17.521017,6.478982925415039,0.8343341464088077,0.3085229964483352
Aaron Holiday,Driving Hook Shot,1,0,0.9120301,-0.9120301008224487,0.9120301008224487,-0.9120301008224487
Aaron Holiday,Driving Layup Shot,12,10,10.387601,-0.3876008987426758,0.8656334082285563,-0.032300074895222984
Aaron Holiday,Driving Reverse Layup Shot,2,2,2.5689726,-0.5689725875854492,1.2844862937927246,-0.2844862937927246
Aaron Holiday,Fadeaway Jump Shot,1,0,0.8686161,-0.8686161041259766,0.8686161041259766,-0.8686161041259766
Aaron Holiday,Floating Jump shot,3,2,2.4396846,-0.4396846294403076,0.8132282098134359,-0.1465615431467692
Aaron Holiday,Jump Shot,113,150,121.79603,28.20397186279297,1.077840956966434,0.24959267135215016
Aaron Holiday,Layup Shot,1,2,1.176742,0.8232580423355103,1.1767419576644897,0.8232580423355103
Aaron Holiday,Pullup Jump shot,43,51,39.935516,11.064483642578125,0.9287329385446947,0.25731357308321223
Aaron Holiday,Reverse Layup Shot,1,2,1.3761379,0.6238621473312378,1.3761378526687622,0.6238621473312378
Aaron Holiday,Running Finger Roll Layup Shot,2,2,2.325988,-0.3259880542755127,1.1629940271377563,-0.16299402713775635
Aaron Holiday,Running Jump Shot,16,6,17.128027,-11.128026962280273,1.070501685142517,-0.6955016851425171
Aaron Holiday,Running Layup Shot,6,6,6.3600388,-0.36003875732421875,1.0600064595540364,-0.06000645955403646
Aaron Holiday,Running Pull-Up Jump Shot,3,3,3.0146337,-0.014633655548095703,1.0048778851826985,-0.004877885182698567
Aaron Holiday,Step Back Jump shot,12,8,11.794592,-3.7945919036865234,0.9828826586405436,-0.31621599197387695
Aaron Holiday,Turnaround Fadeaway shot,2,0,1.8119578,-1.811957836151123,0.9059789180755615,-0.9059789180755615
Aaron Holiday,Turnaround Jump Shot,2,4,1.7322857,2.267714262008667,0.8661428689956665,1.1338571310043335
Aaron Nesmith,Cutting Dunk Shot,3,6,5.4173203,0.5826797485351562,1.805773417154948,0.1942265828450521
Aaron Nesmith,Cutting Finger Roll Layup Shot,2,4,3.1406999,0.8593001365661621,1.570349931716919,0.42965006828308105
Aaron Nesmith,Cutting Layup Shot,6,10,7.7925806,2.2074193954467773,1.2987634340922039,0.3679032325744629
Aaron Nesmith,Driving Dunk Shot,2,2,3.0596976,-1.0596976280212402,1.5298488140106201,-0.5298488140106201
Aaron Nesmith,Driving Finger Roll Layup Shot,10,10,11.782608,-1.7826080322265625,1.1782608032226562,-0.17826080322265625
Aaron Nesmith,Driving Floating Bank Jump Shot,7,10,6.309746,3.6902542114257812,0.9013922555106026,0.5271791730608258
Aaron Nesmith,Driving Floating Jump Shot,16,18,13.651135,4.348864555358887,0.8531959652900696,0.2718040347099304
Aaron Nesmith,Driving Layup Shot,39,42,36.498913,5.501087188720703,0.9358695592635717,0.14105351765950522
Aaron Nesmith,Driving Reverse Layup Shot,1,2,0.98305273,1.0169472694396973,0.9830527305603027,1.0169472694396973
Aaron Nesmith,Dunk Shot,1,2,1.278787,0.7212129831314087,1.2787870168685913,0.7212129831314087
Aaron Nesmith,Fadeaway Bank shot,1,2,0.91132516,1.0886748433113098,0.9113251566886902,1.0886748433113098
Aaron Nesmith,Fadeaway Jump Shot,5,4,4.113221,-0.1132211685180664,0.8226442337036133,-0.022644233703613282
Aaron Nesmith,Floating Jump shot,1,2,0.917635,1.0823649764060974,0.9176350235939026,1.0823649764060974
Aaron Nesmith,Jump Shot,122,143,135.96492,7.0350799560546875,1.1144665577372566,0.05766458980372695
Aaron Nesmith,Layup Shot,4,8,4.1568623,3.843137741088867,1.0392155647277832,0.9607844352722168
Aaron Nesmith,Pullup Jump shot,30,28,28.83534,-0.8353404998779297,0.9611780166625976,-0.027844683329264323
Aaron Nesmith,Putback Layup Shot,3,6,4.0892553,1.9107446670532227,1.363085110982259,0.6369148890177408
Aaron Nesmith,Reverse Layup Shot,1,2,1.2486597,0.7513402700424194,1.2486597299575806,0.7513402700424194
Aaron Nesmith,Running Dunk Shot,4,8,7.4328566,0.567143440246582,1.8582141399383545,0.1417858600616455
Aaron Nesmith,Running Finger Roll Layup Shot,4,8,5.0344048,2.965595245361328,1.258601188659668,0.741398811340332
Aaron Nesmith,Running Jump Shot,31,60,35.011524,24.988475799560547,1.1294040064657889,0.8060798645019531
Aaron Nesmith,Running Layup Shot,21,20,23.757427,-3.757427215576172,1.1313060578845797,-0.17892510550362722
Aaron Nesmith,Running Pull-Up Jump Shot,7,6,7.700303,-1.700303077697754,1.1000432968139648,-0.2429004396711077
Aaron Nesmith,Running Reverse Layup Shot,3,6,3.96024,2.039760112762451,1.3200799624125164,0.6799200375874838
Aaron Nesmith,Step Back Jump shot,16,17,15.795052,1.2049484252929688,0.9871907234191895,0.07530927658081055
Aaron Nesmith,Tip Dunk Shot,4,2,6.278777,-4.278777122497559,1.5696942806243896,-1.0696942806243896
Aaron Nesmith,Tip Layup Shot,6,8,5.6654873,2.334512710571289,0.9442478815714518,0.38908545176188153
Aaron Nesmith,Turnaround Fadeaway shot,2,2,1.7519355,0.24806451797485352,0.8759677410125732,0.12403225898742676
Aaron Nesmith,Turnaround Jump Shot,3,2,2.703446,-0.7034459114074707,0.9011486371358236,-0.2344819704691569
Aaron Wiggins,Alley Oop Layup shot,2,2,2.0853767,-0.08537673950195312,1.0426883697509766,-0.04268836975097656
Aaron Wiggins,Cutting Dunk Shot,5,10,8.578802,1.4211978912353516,1.7157604217529296,0.2842395782470703
Aaron Wiggins,Cutting Layup Shot,24,44,37.59446,6.405540466308594,1.5664358139038086,0.2668975194295247
Aaron Wiggins,Driving Dunk Shot,2,2,2.8924146,-0.8924145698547363,1.4462072849273682,-0.44620728492736816
Aaron Wiggins,Driving Finger Roll Layup Shot,42,48,53.946198,-5.946197509765625,1.2844332740420388,-0.14157613118489584
Aaron Wiggins,Driving Floating Bank Jump Shot,14,16,14.1626835,1.8373165130615234,1.011620249067034,0.1312368937901088
Aaron Wiggins,Driving Floating Jump Shot,26,16,22.596783,-6.596782684326172,0.8691070263202374,-0.253722410935622
Aaron Wiggins,Driving Layup Shot,71,72,68.01312,3.98687744140625,0.9579313036421655,0.05615320340008803
Aaron Wiggins,Driving Reverse Layup Shot,7,6,8.392789,-2.392788887023926,1.198969841003418,-0.3418269838605608
Aaron Wiggins,Fadeaway Jump Shot,11,8,9.394178,-1.3941783905029297,0.8540162173184481,-0.12674349004572089
Aaron Wiggins,Finger Roll Layup Shot,3,4,3.8709283,0.12907171249389648,1.2903094291687012,0.043023904164632164
Aaron Wiggins,Floating Jump shot,8,6,7.104122,-1.1041221618652344,0.8880152702331543,-0.1380152702331543
Aaron Wiggins,Hook Shot,1,0,0.8808357,-0.8808357119560242,0.8808357119560242,-0.8808357119560242
Aaron Wiggins,Jump Shot,228,250,248.8696,1.130401611328125,1.0915333262661047,0.004957901804070724
Aaron Wiggins,Layup Shot,11,18,11.773658,6.22634220123291,1.0703325271606445,0.5660311092029918
Aaron Wiggins,Pullup Jump shot,37,35,34.52143,0.47856903076171875,0.9330116478172509,0.012934298128695102
Aaron Wiggins,Putback Layup Shot,7,12,10.266201,1.7337989807128906,1.4666001456124442,0.2476855686732701
Aaron Wiggins,Reverse Layup Shot,6,8,8.154362,-0.15436172485351562,1.359060287475586,-0.025726954142252605
Aaron Wiggins,Running Alley Oop Dunk Shot,2,4,3.6235332,0.3764667510986328,1.8117666244506836,0.1882333755493164
Aaron Wiggins,Running Dunk Shot,7,14,13.379696,0.6203041076660156,1.9113851274762834,0.08861487252371651
Aaron Wiggins,Running Finger Roll Layup Shot,4,8,6.594871,1.4051289558410645,1.6487177610397339,0.3512822389602661
Aaron Wiggins,Running Jump Shot,32,48,35.304317,12.695682525634766,1.1032599210739136,0.3967400789260864
Aaron Wiggins,Running Layup Shot,34,46,39.85955,6.140449523925781,1.1723397198845358,0.1806014565860524
Aaron Wiggins,Running Pull-Up Jump Shot,8,6,8.712498,-2.7124977111816406,1.089062213897705,-0.3390622138977051
Aaron Wiggins,Running Reverse Layup Shot,3,4,3.9547544,0.04524564743041992,1.3182514508565266,0.01508188247680664
Aaron Wiggins,Step Back Jump shot,21,26,20.663246,5.336753845214844,0.983964102608817,0.25413113548642113
Aaron Wiggins,Tip Dunk Shot,4,4,6.666082,-2.6660819053649902,1.6665204763412476,-0.6665204763412476
Aaron Wiggins,Tip Layup Shot,17,20,17.024166,2.9758338928222656,1.0014215357163374,0.1750490525189568
Aaron Wiggins,Turnaround Bank Hook Shot,2,0,1.526638,-1.5266380310058594,0.7633190155029297,-0.7633190155029297
Aaron Wiggins,Turnaround Fadeaway shot,13,14,11.764787,2.235213279724121,0.9049835938673753,0.17193948305570161
Aaron Wiggins,Turnaround Hook Shot,4,6,3.6405544,2.359445571899414,0.9101386070251465,0.5898613929748535
Aaron Wiggins,Turnaround Jump Shot,8,8,7.2586646,0.741335391998291,0.9073330760002136,0.09266692399978638
Adam Flagler,Cutting Layup Shot,1,2,1.3925667,0.6074333190917969,1.3925666809082031,0.6074333190917969
Adam Flagler,Driving Floating Jump Shot,4,0,3.488906,-3.488905906677246,0.8722264766693115,-0.8722264766693115
Adam Flagler,Driving Layup Shot,3,2,3.251463,-1.2514629364013672,1.0838209788004558,-0.41715431213378906
Adam Flagler,Fadeaway Jump Shot,2,4,1.612746,2.387253999710083,0.8063730001449585,1.1936269998550415
Adam Flagler,Finger Roll Layup Shot,1,0,1.2900366,-1.2900365591049194,1.2900365591049194,-1.2900365591049194
Adam Flagler,Jump Shot,48,27,51.58565,-24.585651397705078,1.0747010707855225,-0.5122010707855225
Adam Flagler,Pullup Jump shot,17,14,16.561054,-2.561054229736328,0.9741796605727252,-0.1506502488080193
Adam Flagler,Reverse Layup Shot,1,2,1.5360013,0.4639986753463745,1.5360013246536255,0.4639986753463745
Adam Flagler,Running Jump Shot,2,0,2.1502109,-2.1502108573913574,1.0751054286956787,-1.0751054286956787
Adam Flagler,Running Pull-Up Jump Shot,6,6,6.1684704,-0.1684703826904297,1.0280783971150715,-0.028078397115071613
Adam Flagler,Step Back Jump shot,8,5,7.6221924,-2.6221923828125,0.9527740478515625,-0.3277740478515625
Adama Sanogo,Cutting Layup Shot,1,2,1.584027,0.4159729480743408,1.5840270519256592,0.4159729480743408
Adama Sanogo,Driving Floating Jump Shot,1,2,0.81563604,1.1843639612197876,0.8156360387802124,1.1843639612197876
Adama Sanogo,Putback Layup Shot,1,2,1.5755336,0.4244663715362549,1.5755336284637451,0.4244663715362549
Adama Sanogo,Running Dunk Shot,1,0,1.8284283,-1.8284282684326172,1.8284282684326172,-1.8284282684326172
Adama Sanogo,Tip Layup Shot,2,2,2.2036417,-0.20364165306091309,1.1018208265304565,-0.10182082653045654
Adama Sanogo,Turnaround Jump Shot,1,0,0.9277439,-0.9277439117431641,0.9277439117431641,-0.9277439117431641
Adem Bona,Alley Oop Dunk Shot,13,22,22.583948,-0.5839481353759766,1.737226779644306,-0.04491908733661358
Adem Bona,Cutting Dunk Shot,15,26,25.749907,0.2500934600830078,1.7166604359944662,0.016672897338867187
Adem Bona,Cutting Finger Roll Layup Shot,1,2,1.3023682,0.6976318359375,1.3023681640625,0.6976318359375
Adem Bona,Cutting Layup Shot,10,12,13.956675,-1.956674575805664,1.3956674575805663,-0.19566745758056642
Adem Bona,Driving Bank Hook Shot,1,2,0.920343,1.0796570181846619,0.9203429818153381,1.0796570181846619
Adem Bona,Driving Dunk Shot,11,18,19.238094,-1.2380943298339844,1.748917666348544,-0.11255402998490767
Adem Bona,Driving Finger Roll Layup Shot,5,6,5.9478226,0.05217742919921875,1.1895645141601563,0.01043548583984375
Adem Bona,Driving Floating Jump Shot,2,4,1.7580959,2.241904139518738,0.8790479302406311,1.120952069759369
Adem Bona,Driving Hook Shot,2,2,2.0320811,-0.03208112716674805,1.016040563583374,-0.016040563583374023
Adem Bona,Driving Layup Shot,9,12,9.192803,2.807196617126465,1.0214225980970595,0.3119107352362739
Adem Bona,Driving Reverse Layup Shot,1,2,1.4144347,0.5855653285980225,1.4144346714019775,0.5855653285980225
Adem Bona,Dunk Shot,14,22,22.936338,-0.9363384246826172,1.6383098874773299,-0.06688131604875837
Adem Bona,Finger Roll Layup Shot,1,0,1.5247473,-1.5247472524642944,1.5247472524642944,-1.5247472524642944
Adem Bona,Floating Jump shot,4,8,4.304858,3.6951417922973633,1.0762145519256592,0.9237854480743408
Adem Bona,Hook Shot,3,2,2.4427133,-0.44271326065063477,0.8142377535502116,-0.14757108688354492
Adem Bona,Jump Shot,1,0,0.933242,-0.9332420229911804,0.9332420229911804,-0.9332420229911804
Adem Bona,Layup Shot,18,20,21.45597,-1.4559707641601562,1.1919983757866754,-0.08088726467556423
Adem Bona,Putback Dunk Shot,1,2,1.852962,0.14703798294067383,1.8529620170593262,0.14703798294067383
Adem Bona,Putback Layup Shot,24,34,34.857388,-0.8573875427246094,1.4523911476135254,-0.035724480946858726
Adem Bona,Reverse Layup Shot,5,6,6.3517838,-0.35178375244140625,1.2703567504882813,-0.07035675048828124
Adem Bona,Running Dunk Shot,6,12,11.23804,0.7619600296020508,1.8730066617329915,0.12699333826700845
Adem Bona,Running Layup Shot,1,2,1.1671458,0.832854151725769,1.167145848274231,0.832854151725769
Adem Bona,Tip Dunk Shot,6,8,10.001295,-2.0012950897216797,1.6668825149536133,-0.33354918162027997
Adem Bona,Tip Layup Shot,13,12,13.677109,-1.6771087646484375,1.0520852895883412,-0.12900836651141828
Adem Bona,Turnaround Hook Shot,7,6,6.7007236,-0.7007236480712891,0.9572462354387555,-0.10010337829589844
Adem Bona,Turnaround Jump Shot,1,2,0.93225414,1.067745864391327,0.9322541356086731,1.067745864391327
Ajay Mitchell,Cutting Layup Shot,4,4,5.498122,-1.498122215270996,1.374530553817749,-0.374530553817749
Ajay Mitchell,Driving Finger Roll Layup Shot,14,24,16.44923,7.550769805908203,1.1749450138636999,0.5393407004220145
Ajay Mitchell,Driving Floating Bank Jump Shot,7,4,6.635679,-2.635678768157959,0.9479541097368512,-0.37652553830827984
Ajay Mitchell,Driving Floating Jump Shot,13,8,11.299187,-3.2991867065429688,0.869168208195613,-0.2537835928109976
Ajay Mitchell,Driving Layup Shot,31,40,30.316692,9.683307647705078,0.9779578178159652,0.31236476282919606
Ajay Mitchell,Driving Reverse Layup Shot,6,2,8.15595,-6.155949592590332,1.3593249320983887,-1.0259915987650554
Ajay Mitchell,Floating Jump shot,7,10,6.4137263,3.586273670196533,0.9162466185433524,0.5123248100280762
Ajay Mitchell,Jump Shot,42,45,44.80499,0.19501113891601562,1.066785449073428,0.0046431223551432295
Ajay Mitchell,Layup Shot,6,10,6.145084,3.8549160957336426,1.0241806507110596,0.6424860159556071
Ajay Mitchell,Pullup Jump shot,18,17,16.524078,0.475921630859375,0.9180043538411459,0.026440090603298612
Ajay Mitchell,Putback Layup Shot,1,0,1.405458,-1.4054579734802246,1.4054579734802246,-1.4054579734802246
Ajay Mitchell,Running Dunk Shot,1,0,1.9050872,-1.9050872325897217,1.9050872325897217,-1.9050872325897217
Ajay Mitchell,Running Jump Shot,6,12,6.507912,5.4920878410339355,1.084652026494344,0.9153479735056559
Ajay Mitchell,Running Layup Shot,10,8,9.710017,-1.710017204284668,0.9710017204284668,-0.17100172042846679
