PLAYER_NAME,SHOT_ZONE_BASIC,Shots,Points,xP,Overperformance,xP_per_Shot,Overperf_per_Shot
Adama Sanogo,Restricted Area,5,6,7.1916304,-1.1916303634643555,1.438326072692871,-0.2383260726928711
Adem Bona,In The Paint (Non-RA),26,32,26.087229,5.912771224975586,1.0033549528855543,0.22741427788367638
Adem Bona,Mid-Range,2,0,1.5919218,-1.5919218063354492,0.7959609031677246,-0.7959609031677246
Adem Bona,Restricted Area,147,212,216.79399,-4.7939910888671875,1.4747890550263074,-0.03261218427800808
Ajay Mitchell,Above the Break 3,41,48,44.034264,3.9657363891601562,1.0740064295326792,0.09672527778439405
Ajay Mitchell,Backcourt,1,0,0.3115822,-0.31158220767974854,0.31158220767974854,-0.31158220767974854
Ajay Mitchell,In The Paint (Non-RA),55,56,46.52256,9.477439880371094,0.8458647294477983,0.17231708873401988
Ajay Mitchell,Left Corner 3,10,9,11.239344,-2.2393436431884766,1.1239343643188477,-0.22393436431884767
Ajay Mitchell,Mid-Range,13,10,11.395462,-1.3954620361328125,0.8765740027794471,-0.10734323354867789
Ajay Mitchell,Restricted Area,52,66,64.026726,1.9732742309570312,1.231283187866211,0.037947581364558294
Ajay Mitchell,Right Corner 3,4,6,4.163479,1.8365211486816406,1.0408697128295898,0.45913028717041016
Al Horford,Above the Break 3,207,222,224.74054,-2.74053955078125,1.0857030896173008,-0.013239321501358696
Al Horford,In The Paint (Non-RA),59,52,52.64447,-0.64447021484375,0.8922791561837924,-0.010923223980402543
Al Horford,Left Corner 3,37,54,42.668987,11.331012725830078,1.1532158722748627,0.3062435871845967
Al Horford,Mid-Range,12,4,10.425453,-6.425453186035156,0.8687877655029297,-0.5354544321695963
Al Horford,Restricted Area,72,104,87.78088,16.2191162109375,1.219178941514757,0.2252655029296875
Al Horford,Right Corner 3,57,60,65.21429,-5.214286804199219,1.1441102948105126,-0.09147871586314418
Alec Burks,Above the Break 3,103,138,111.221146,26.778854370117188,1.07981694786294,0.2599888773797785
Alec Burks,In The Paint (Non-RA),27,22,23.839176,-1.8391761779785156,0.8829324510362413,-0.06811763622142651
Alec Burks,Left Corner 3,33,45,37.911194,7.08880615234375,1.1488240559895833,0.2148123076467803
Alec Burks,Mid-Range,17,16,14.45689,1.5431098937988281,0.8504053003647748,0.09077117022346048
Alec Burks,Restricted Area,17,14,21.34095,-7.340950012207031,1.2553500007180607,-0.4318205889533548
Alec Burks,Right Corner 3,25,30,28.90215,1.0978507995605469,1.1560859680175781,0.04391403198242187
Alex Caruso,Above the Break 3,107,102,115.35472,-13.354721069335938,1.0780815053208965,-0.12481047728351344
Alex Caruso,In The Paint (Non-RA),25,16,21.163507,-5.163507461547852,0.846540298461914,-0.20654029846191407
Alex Caruso,Left Corner 3,16,18,17.65256,0.3474407196044922,1.1032849550247192,0.02171504497528076
Alex Caruso,Mid-Range,7,2,6.0247436,-4.024743556976318,0.8606776509966169,-0.5749633652823312
Alex Caruso,Restricted Area,97,120,128.00067,-8.00067138671875,1.3195945503785438,-0.08248114831668814
Alex Caruso,Right Corner 3,31,42,35.042267,6.957733154296875,1.1303957047001008,0.22444300497731856
Alex Ducas,Above the Break 3,12,15,13.037004,1.9629955291748047,1.0864170392354329,0.16358296076456705
Alex Ducas,In The Paint (Non-RA),3,0,2.4034708,-2.403470754623413,0.8011569182078043,-0.8011569182078043
Alex Ducas,Left Corner 3,2,0,2.251528,-2.251528024673462,1.125764012336731,-1.125764012336731
Alex Ducas,Mid-Range,2,2,1.6934223,0.3065776824951172,0.8467111587524414,0.1532888412475586
Alex Ducas,Restricted Area,4,2,3.936095,-1.9360949993133545,0.9840237498283386,-0.4840237498283386
Alex Ducas,Right Corner 3,1,0,1.0708133,-1.0708132982254028,1.0708132982254028,-1.0708132982254028
Alex Len,Above the Break 3,5,3,5.4004474,-2.400447368621826,1.0800894737243651,-0.4800894737243652
Alex Len,In The Paint (Non-RA),22,24,20.8984,3.1016006469726562,0.9499272433194247,0.1409818475896662
Alex Len,Left Corner 3,1,3,1.1127305,1.8872694969177246,1.1127305030822754,1.8872694969177246
Alex Len,Mid-Range,4,2,3.2371292,-1.2371292114257812,0.8092823028564453,-0.3092823028564453
Alex Len,Restricted Area,27,32,39.373928,-7.373928070068359,1.458293632224754,-0.2731084470395689
Alex Len,Right Corner 3,2,0,2.2810476,-2.2810475826263428,1.1405237913131714,-1.1405237913131714
Alex Reese,Above the Break 3,25,36,26.830906,9.16909408569336,1.0732362365722656,0.36676376342773437
Alex Reese,Backcourt,1,0,0.099505216,-0.099505215883255,0.099505215883255,-0.099505215883255
Alex Reese,In The Paint (Non-RA),3,2,3.3406286,-1.3406286239624023,1.113542874654134,-0.44687620798746747
Alex Reese,Left Corner 3,1,0,1.1573864,-1.1573864221572876,1.1573864221572876,-1.1573864221572876
Alex Reese,Mid-Range,1,2,0.8377716,1.1622284054756165,0.8377715945243835,1.1622284054756165
Alex Reese,Restricted Area,9,18,12.272945,5.727054595947266,1.3636606004503038,0.6363393995496962
Alex Reese,Right Corner 3,9,6,10.231142,-4.231142044067383,1.1367935604519315,-0.47012689378526473
Alex Sarr,Above the Break 3,288,258,312.7481,-54.74810791015625,1.085930930243598,-0.19009759691026476
Alex Sarr,In The Paint (Non-RA),221,142,197.19284,-55.192840576171875,0.8922752967247596,-0.2497413600731759
Alex Sarr,Left Corner 3,21,27,24.619715,2.3802852630615234,1.1723673684256417,0.11334691728864398
Alex Sarr,Mid-Range,70,52,60.64253,-8.642528533935547,0.8663218361990792,-0.12346469334193638
Alex Sarr,Restricted Area,184,232,251.54361,-19.543609619140625,1.3670848348866338,-0.10621526966924252
Alex Sarr,Right Corner 3,16,18,19.074343,-1.0743427276611328,1.1921464204788208,-0.0671464204788208
Alondes Williams,Above the Break 3,1,3,1.0585228,1.9414771795272827,1.0585228204727173,1.9414771795272827
Alondes Williams,Restricted Area,1,2,1.247645,0.7523549795150757,1.2476450204849243,0.7523549795150757
Alperen Sengun,Above the Break 3,84,57,88.29442,-31.294418334960938,1.051124027797154,-0.3725525992257254
Alperen Sengun,In The Paint (Non-RA),463,386,417.9403,-31.9403076171875,0.9026788501451134,-0.06898554560947624
Alperen Sengun,Left Corner 3,2,6,2.2985053,3.7014946937561035,1.1492526531219482,1.8507473468780518
Alperen Sengun,Mid-Range,100,80,89.41194,-9.411941528320312,0.8941194152832032,-0.09411941528320313
Alperen Sengun,Restricted Area,449,584,541.0396,42.96038818359375,1.2049879995911053,0.09568015185655623
Alperen Sengun,Right Corner 3,4,0,4.3044004,-4.304400444030762,1.0761001110076904,-1.0761001110076904
Amen Thompson,Above the Break 3,35,15,34.428215,-19.42821502685547,0.9836632864815849,-0.5550918579101562
Amen Thompson,Backcourt,1,0,0.3435828,-0.34358280897140503,0.34358280897140503,-0.34358280897140503
Amen Thompson,In The Paint (Non-RA),179,158,157.21924,0.78076171875,0.8783197669343575,0.004361797311452514
Amen Thompson,Left Corner 3,14,21,15.552503,5.447497367858887,1.1108930451529366,0.3891069548470633
Amen Thompson,Mid-Range,66,50,56.18611,-6.1861114501953125,0.8513047189423533,-0.09372896136659564
Amen Thompson,Restricted Area,335,478,463.44818,14.55181884765625,1.3834274064249068,0.04343826521688433
Amen Thompson,Right Corner 3,33,33,37.99808,-4.998081207275391,1.1514570062810725,-0.15145700628107245
Amir Coffey,Above the Break 3,153,174,161.68385,12.316146850585938,1.0567572101268894,0.08049769183389502
Amir Coffey,In The Paint (Non-RA),95,78,83.44106,-5.441062927246094,0.8783269781815378,-0.05727434660259046
Amir Coffey,Left Corner 3,33,39,38.467426,0.5325736999511719,1.1656795848499646,0.01613859696821733
Amir Coffey,Mid-Range,60,62,52.14599,9.854011535644531,0.8690998077392578,0.16423352559407553
Amir Coffey,Restricted Area,100,128,137.0254,-9.025405883789062,1.3702540588378906,-0.09025405883789063
Amir Coffey,Right Corner 3,45,72,51.86523,20.134769439697266,1.1525606791178384,0.4474393208821615
Andre Drummond,Above the Break 3,10,3,10.702712,-7.702712059020996,1.0702712059020996,-0.7702712059020996
Andre Drummond,In The Paint (Non-RA),52,40,44.6785,-4.678501129150391,0.8592019447913537,-0.08997117556058444
Andre Drummond,Left Corner 3,3,6,3.5999708,2.400029182434082,1.1999902725219727,0.8000097274780273
Andre Drummond,Mid-Range,9,8,8.152076,-0.15207576751708984,0.9057861963907877,-0.01689730750189887
Andre Drummond,Restricted Area,138,166,183.46698,-17.46697998046875,1.3294708694236865,-0.12657231869904892
Andre Drummond,Right Corner 3,3,0,3.497727,-3.4977269172668457,1.165908972422282,-1.165908972422282
Andre Jackson Jr.,Above the Break 3,33,42,35.193993,6.806007385253906,1.0664846246892756,0.20624264803799716
Andre Jackson Jr.,In The Paint (Non-RA),33,16,29.386356,-13.386356353759766,0.8904956470836293,-0.4056471622351444
Andre Jackson Jr.,Left Corner 3,11,15,12.826271,2.1737289428710938,1.1660246415571733,0.19761172207919034
Andre Jackson Jr.,Mid-Range,9,10,7.790284,2.2097158432006836,0.8655871285332574,0.24552398257785374
Andre Jackson Jr.,Restricted Area,74,96,107.71915,-11.719146728515625,1.4556641449799408,-0.15836684768264359
Andre Jackson Jr.,Right Corner 3,23,27,26.589878,0.4101219177246094,1.156081655751104,0.01783138772715693
Andrew Nembhard,Above the Break 3,127,111,131.41286,-20.412857055664062,1.0347469059501107,-0.16073115791861467
Andrew Nembhard,Backcourt,1,0,0.22552352,-0.22552351653575897,0.22552351653575897,-0.22552351653575897
Andrew Nembhard,In The Paint (Non-RA),123,114,109.112755,4.887245178222656,0.8870955676567264,0.039733700635956555
Andrew Nembhard,Left Corner 3,18,12,21.008186,-9.008186340332031,1.1671214633517795,-0.5004547966851128
Andrew Nembhard,Mid-Range,115,106,99.62307,6.376930236816406,0.8662875631581182,0.0554515672766644
Andrew Nembhard,Restricted Area,114,158,134.64575,23.354248046875,1.181103087308114,0.20486182497258773
Andrew Nembhard,Right Corner 3,17,15,19.64628,-4.646280288696289,1.1556635463938993,-0.2733106052174288
Andrew Wiggins,Above the Break 3,288,315,308.3512,6.6488037109375,1.0706638760036893,0.023086123996310763
Andrew Wiggins,In The Paint (Non-RA),202,188,177.56758,10.432418823242188,0.8790474315681079,0.05164563773882271
Andrew Wiggins,Left Corner 3,27,27,31.052347,-4.052347183227539,1.150086932712131,-0.15008693271213108
Andrew Wiggins,Mid-Range,91,76,78.66808,-2.6680831909179688,0.8644844306694283,-0.029319595504593062
Andrew Wiggins,Restricted Area,189,220,242.55063,-22.550628662109375,1.2833366595878803,-0.11931549556671626
Andrew Wiggins,Right Corner 3,20,24,23.220247,0.7797527313232422,1.1610123634338378,0.03898763656616211
Anfernee Simons,Above the Break 3,529,582,547.878,34.12200927734375,1.03568618284056,0.06450285307626417
Anfernee Simons,Backcourt,2,0,1.5778999,-1.5778999328613281,0.7889499664306641,-0.7889499664306641
Anfernee Simons,In The Paint (Non-RA),204,164,174.15395,-10.153945922851562,0.8536958133473116,-0.049774244719860604
Anfernee Simons,Left Corner 3,33,30,37.204372,-7.204372406005859,1.12740522442442,-0.2183143153335109
Anfernee Simons,Mid-Range,132,122,111.96633,10.033668518066406,0.8482297839540424,0.07601264028838187
Anfernee Simons,Restricted Area,168,206,200.48247,5.5175323486328125,1.1933480217343284,0.032842454456147696
Anfernee Simons,Right Corner 3,19,24,21.480404,2.5195960998535156,1.1305475736919202,0.13261032104492188
Anthony Black,Above the Break 3,116,93,119.903145,-26.90314483642578,1.0336478003140153,-0.23192366238298087
Anthony Black,In The Paint (Non-RA),153,118,129.16603,-11.166030883789062,0.8442224240770527,-0.07298059401169323
Anthony Black,Left Corner 3,25,21,28.70129,-7.701290130615234,1.1480516052246095,-0.3080516052246094
Anthony Black,Mid-Range,50,28,41.676044,-13.676044464111328,0.8335208892822266,-0.27352088928222656
Anthony Black,Restricted Area,200,226,241.02551,-15.0255126953125,1.2051275634765626,-0.0751275634765625
Anthony Black,Right Corner 3,35,54,39.92319,14.07680892944336,1.140662602015904,0.40219454084123885
Anthony Davis,Above the Break 3,113,102,120.81606,-18.816062927246094,1.0691686984712043,-0.1665138312145672
Anthony Davis,In The Paint (Non-RA),271,238,241.95476,-3.9547576904296875,0.8928219840975266,-0.014593201809703645
Anthony Davis,Left Corner 3,8,3,9.41423,-6.4142303466796875,1.176778793334961,-0.8017787933349609
Anthony Davis,Mid-Range,180,152,155.8846,-3.8845977783203125,0.8660255432128906,-0.02158109876844618
Anthony Davis,Restricted Area,307,434,411.02463,22.975372314453125,1.3388424354578075,0.07483834630115024
Anthony Davis,Right Corner 3,3,0,3.529492,-3.529491901397705,1.1764973004659016,-1.1764973004659016
Anthony Edwards,Above the Break 3,701,831,725.788,105.21197509765625,1.0353609485054833,0.15008840955443117
Anthony Edwards,Backcourt,4,0,0.5652473,-0.5652472972869873,0.14131182432174683,-0.14131182432174683
Anthony Edwards,In The Paint (Non-RA),228,184,195.319,-11.319000244140625,0.8566622817725466,-0.04964473791289748
Anthony Edwards,Left Corner 3,51,63,56.803757,6.1962432861328125,1.1137991512522978,0.12149496639476103
Anthony Edwards,Mid-Range,200,156,173.18501,-17.185012817382812,0.865925064086914,-0.08592506408691407
Anthony Edwards,Restricted Area,347,434,436.04608,-2.04608154296875,1.2566169496915527,-0.005896488596451729
Anthony Edwards,Right Corner 3,36,48,41.256695,6.743305206298828,1.1460192998250325,0.18731403350830078
Anthony Gill,Above the Break 3,18,18,19.22598,-1.2259807586669922,1.0681100421481662,-0.06811004214816624
Anthony Gill,In The Paint (Non-RA),23,26,19.850183,6.149816513061523,0.8630514559538468,0.2673833266548488
Anthony Gill,Left Corner 3,4,3,4.5296693,-1.5296692848205566,1.1324173212051392,-0.38241732120513916
Anthony Gill,Mid-Range,2,0,1.5417049,-1.5417048931121826,0.7708524465560913,-0.7708524465560913
Anthony Gill,Restricted Area,32,40,38.58599,1.4140090942382812,1.2058122158050537,0.04418778419494629
Anthony Gill,Right Corner 3,5,6,5.619811,0.3801889419555664,1.1239622116088868,0.07603778839111328
Anton Watson,Above the Break 3,1,0,0.98458207,-0.9845820665359497,0.9845820665359497,-0.9845820665359497
Anton Watson,In The Paint (Non-RA),3,0,2.6810915,-2.681091547012329,0.893697182337443,-0.893697182337443
Anton Watson,Mid-Range,1,2,0.91502744,1.0849725604057312,0.9150274395942688,1.0849725604057312
Anton Watson,Restricted Area,4,6,6.1595354,-0.15953540802001953,1.5398838520050049,-0.03988385200500488
Antonio Reeves,Above the Break 3,81,105,85.388115,19.61188507080078,1.0541742583851756,0.24212203791112075
Antonio Reeves,In The Paint (Non-RA),42,44,35.84884,8.151161193847656,0.8535437810988653,0.19407526652018228
Antonio Reeves,Left Corner 3,22,18,24.862259,-6.8622589111328125,1.1301026777787642,-0.31192085959694604
Antonio Reeves,Mid-Range,18,14,14.828083,-0.8280830383300781,0.8237823910183377,-0.0460046132405599
Antonio Reeves,Restricted Area,52,62,67.92247,-5.9224700927734375,1.3062013479379506,-0.11389365563025841
Antonio Reeves,Right Corner 3,18,18,19.99599,-1.9959907531738281,1.1108883751763239,-0.11088837517632379
Ariel Hukporti,In The Paint (Non-RA),8,8,6.9597683,1.040231704711914,0.8699710369110107,0.13002896308898926
Ariel Hukporti,Restricted Area,18,24,24.974829,-0.9748287200927734,1.3874904844495985,-0.05415715111626519
Armel Traoré,Above the Break 3,2,0,1.8422595,-1.8422595262527466,0.9211297631263733,-0.9211297631263733
Armel Traoré,In The Paint (Non-RA),2,0,1.8441707,-1.8441706895828247,0.9220853447914124,-0.9220853447914124
Armel Traoré,Left Corner 3,2,0,2.1871357,-2.187135696411133,1.0935678482055664,-1.0935678482055664
Armel Traoré,Restricted Area,8,8,11.274135,-3.274134635925293,1.4092668294906616,-0.4092668294906616
Armel Traoré,Right Corner 3,1,0,1.1925075,-1.1925075054168701,1.1925075054168701,-1.1925075054168701
Ausar Thompson,Above the Break 3,19,12,18.919773,-6.919773101806641,0.9957775316740337,-0.36419858430561264
Ausar Thompson,In The Paint (Non-RA),111,76,99.679115,-23.679115295410156,0.8980100477063978,-0.21332536302171312
Ausar Thompson,Left Corner 3,11,9,13.092155,-4.092155456542969,1.1901959505948154,-0.37201413241299713
Ausar Thompson,Mid-Range,12,8,10.226911,-2.2269105911254883,0.8522425492604574,-0.18557588259379068
Ausar Thompson,Restricted Area,264,350,368.05865,-18.05865478515625,1.3941615711558948,-0.06840399539831912
Ausar Thompson,Right Corner 3,6,6,6.9252834,-0.9252834320068359,1.1542139053344727,-0.15421390533447266
Austin Reaves,Above the Break 3,455,504,472.95718,31.042816162109375,1.039466338105254,0.06822596958705357
Austin Reaves,Backcourt,2,0,0.2598975,-0.25989750027656555,0.12994875013828278,-0.12994875013828278
Austin Reaves,In The Paint (Non-RA),241,224,209.4411,14.55889892578125,0.8690502119262189,0.06041036898664419
Austin Reaves,Left Corner 3,24,27,26.993929,0.0060710906982421875,1.1247470378875732,0.0002529621124267578
Austin Reaves,Mid-Range,64,52,55.747128,-3.7471275329589844,0.8710488677024841,-0.05854886770248413
Austin Reaves,Restricted Area,200,278,242.27138,35.72862243652344,1.2113568878173828,0.1786431121826172
Austin Reaves,Right Corner 3,23,36,26.970768,9.029232025146484,1.1726420858631963,0.3925753054411515
Ayo Dosunmu,Above the Break 3,112,105,121.26923,-16.26923370361328,1.082761015210833,-0.14526101521083287
Ayo Dosunmu,In The Paint (Non-RA),62,62,51.726585,10.273414611816406,0.8342997643255419,0.16570023567445816
Ayo Dosunmu,Left Corner 3,21,21,24.749567,-3.7495670318603516,1.178550811040969,-0.17855081104096912
Ayo Dosunmu,Mid-Range,7,4,5.7589207,-1.758920669555664,0.8227029527936663,-0.2512743813650949
Ayo Dosunmu,Restricted Area,178,236,238.93347,-2.9334716796875,1.342322874604986,-0.016480177975772472
Ayo Dosunmu,Right Corner 3,30,33,35.286777,-2.2867774963378906,1.1762259165445963,-0.07622591654459636
Bam Adebayo,Above the Break 3,155,147,158.31943,-11.319427490234375,1.0214156612273186,-0.073028564453125
Bam Adebayo,In The Paint (Non-RA),442,382,404.36832,-22.368316650390625,0.914860444910386,-0.05060705124522766
Bam Adebayo,Left Corner 3,26,36,29.637325,6.362674713134766,1.1398971264178936,0.244718258197491
Bam Adebayo,Mid-Range,169,148,148.0798,-0.079803466796875,0.8762118548331176,-0.0004722098627034024
Bam Adebayo,Restricted Area,242,332,345.33987,-13.339874267578125,1.4270242738329675,-0.05512344738668647
Bam Adebayo,Right Corner 3,13,21,15.04396,5.956040382385254,1.157227662893442,0.4581569524911734
Baylor Scheierman,Above the Break 3,57,54,59.92071,-5.920711517333984,1.0512405529356839,-0.10387213188305236
Baylor Scheierman,In The Paint (Non-RA),10,4,8.459063,-4.459062576293945,0.8459062576293945,-0.4459062576293945
Baylor Scheierman,Left Corner 3,10,9,11.69481,-2.694809913635254,1.1694809913635253,-0.2694809913635254
Baylor Scheierman,Mid-Range,6,6,5.1161003,0.8838996887207031,0.8526833852132162,0.14731661478678384
Baylor Scheierman,Restricted Area,12,16,13.773171,2.2268285751342773,1.1477642854054768,0.18556904792785645
Baylor Scheierman,Right Corner 3,10,12,11.545698,0.4543018341064453,1.1545698165893554,0.04543018341064453
Ben Sheppard,Above the Break 3,81,84,87.21942,-3.21942138671875,1.0767829800829476,-0.039745943045910496
Ben Sheppard,In The Paint (Non-RA),17,10,14.632156,-4.6321563720703125,0.8607150807100183,-0.2724797865923713
Ben Sheppard,Left Corner 3,38,39,43.127384,-4.127384185791016,1.134931162783974,-0.10861537331028988
Ben Sheppard,Mid-Range,9,10,7.668896,2.331103801727295,0.8520995775858561,0.25901153352525497
Ben Sheppard,Restricted Area,57,78,71.852036,6.1479644775390625,1.260562026709841,0.10785902592173793
Ben Sheppard,Right Corner 3,62,66,71.1444,-5.144401550292969,1.1474903475853704,-0.0829742185531124
Ben Simmons,In The Paint (Non-RA),103,96,91.686775,4.313224792480469,0.8901628660924227,0.04187596885903368
Ben Simmons,Mid-Range,10,4,8.640243,-4.640242576599121,0.8640242576599121,-0.4640242576599121
Ben Simmons,Restricted Area,99,116,129.36765,-13.367645263671875,1.3067438915522411,-0.13502671983506945
Bennedict Mathurin,Above the Break 3,240,240,250.686,-10.686004638671875,1.0445250193277995,-0.04452501932779948
Bennedict Mathurin,Backcourt,1,0,0.14530511,-0.1453051120042801,0.1453051120042801,-0.1453051120042801
Bennedict Mathurin,In The Paint (Non-RA),162,144,145.33763,-1.3376312255859375,0.8971458717628762,-0.00825698287398727
Bennedict Mathurin,Left Corner 3,7,6,8.111703,-2.1117029190063477,1.1588147027151925,-0.3016718455723354
Bennedict Mathurin,Mid-Range,104,76,88.12603,-12.126029968261719,0.8473656727717473,-0.11659644200251652
Bennedict Mathurin,Restricted Area,274,326,346.07828,-20.078277587890625,1.2630594072550754,-0.07327838535726505
Bennedict Mathurin,Right Corner 3,33,39,38.568123,0.43187713623046875,1.168730995871804,0.01308718594637784
Bilal Coulibaly,Above the Break 3,168,132,181.5004,-49.500396728515625,1.0803595043364025,-0.2946452186221168
Bilal Coulibaly,In The Paint (Non-RA),140,90,119.85751,-29.857513427734375,0.8561250959123884,-0.21326795305524554
Bilal Coulibaly,Left Corner 3,26,24,30.580683,-6.580682754516602,1.1761801059429462,-0.2531031828660231
Bilal Coulibaly,Mid-Range,61,32,52.4494,-20.44940185546875,0.8598262599257173,-0.335236095991291
Bilal Coulibaly,Restricted Area,183,260,255.72244,4.277557373046875,1.3973903968685963,0.02337463045380806
Bilal Coulibaly,Right Corner 3,17,18,19.937134,-1.9371337890625,1.1727725758272058,-0.11394904641544118
Bismack Biyombo,In The Paint (Non-RA),50,48,45.78757,2.2124290466308594,0.9157514190673828,0.04424858093261719
Bismack Biyombo,Mid-Range,3,2,2.7324424,-0.7324423789978027,0.910814126332601,-0.24414745966593424
Bismack Biyombo,Restricted Area,56,78,75.19255,2.8074493408203125,1.342724118913923,0.05013302394321987
Blake Wesley,Above the Break 3,37,30,38.251198,-8.251197814941406,1.0338161571605786,-0.22300534634976774
Blake Wesley,In The Paint (Non-RA),22,14,18.014372,-4.014371871948242,0.8188350850885565,-0.1824714487249201
Blake Wesley,Left Corner 3,5,6,5.7713923,0.2286076545715332,1.1542784690856933,0.04572153091430664
